text,label
Help! My lease is ending. Should I renew or finally make the move I've been dreaming about?,relocation
I'm 30 and have no down payment saved. Should I even think about buying a home? Has anyone been through this?,finance
I need advice. We've been together for 25 years and they still won't commit. Should I wait or leave?,relationship
I need advice. Should I move back to my home country after living abroad for 8 years?,relocation
Should I combine my Sociology major with a Economics minor for better job prospects? Please help me decide.,education
Should I invite my toxic ex to my wedding because we share a friend group? Has anyone been through this?,relationship
Should I sign a prenup? My partner is offended that I even brought it up. Feeling so lost.,relationship
Should my partner and I have kids even though we both have demanding careers? Please help me decide.,family
"Big decision ahead. Should I wake up at 5am like all the successful people say, or find my own rhythm?",lifestyle
Is organic produce worth the extra cost? Has anyone been through this?,health
My child is struggling socially. Should I arrange playdates or let them figure it out? Any advice?,family
"After 20 years in operations, I realized I hate it. How do I start over?",career
Should I stay with someone whose family hates me? Has anyone been through this?,relationship
Help! My partner is a hoarder and I'm a minimalist. Can this relationship survive?,lifestyle
Should I go to the ER or wait for an urgent care appointment? Has anyone been through this? My sleep schedule is terrible. Should I use melatonin or fix it naturally?,health
Here's my situation. I'm considering buying a condo instead of a house. What are the hidden costs?,finance
We're considering having our child skip a grade. Good idea or social suicide? Has anyone been through this?,family
Should I cut out oils or just eat it in moderation? What would you do? Should I get tested for STDs even in a monogamous relationship?,health
Really struggling with this. Should I invest in individual stocks or stick with index funds?,finance
Really struggling with this. Should my partner and I have kids even though we both have demanding careers?,family
